
1870.000000,1870.000000,1870.000000, 84
470.000000,2340.000000,-1400.000000, 21
654.000000,2994.000000,184.000000, 29
-184.000000,2810.000000,-838.000000, -8
135.000000,2945.000000,319.000000, 6
1049.000000,3994.000000,914.000000, 47
816.000000,4810.000000,-233.000000, 36
650.000000,5460.000000,-166.000000, 29
1134.000000,6594.000000,484.000000, 51
1650.000000,8244.000000,516.000000, 74
1602.000000,9846.000000,-48.000000, 72
1272.000000,11118.000000,-330.000000, 57
1950.000000,13068.000000,678.000000, 87
2838.000000,15906.000000,888.000000, 127
2478.000000,18384.000000,-360.000000, 111
2754.000000,21138.000000,276.000000, 123
2751.000000,23889.000000,-3.000000, 123
2754.000000,26643.000000,3.000000, 123
3438.000000,30081.000000,684.000000, 154
2577.000000,32658.000000,-861.000000, 115
3099.000000,35757.000000,522.000000, 139
3270.000000,39027.000000,171.000000, 147
2580.000000,41607.000000,-690.000000, 116
2406.000000,44013.000000,-174.000000, 108
2754.000000,46767.000000,348.000000, 123
2061.000000,48828.000000,-693.000000, 92
1893.000000,50721.000000,-168.000000, 85
2238.000000,52959.000000,345.000000, 100
1380.000000,54339.000000,-858.000000, 62
2067.000000,56406.000000,687.000000, 93
861.000000,57267.000000,-1206.000000, 38
1548.000000,58815.000000,687.000000, 69
1200.000000,60015.000000,-348.000000, 54
345.000000,60360.000000,-855.000000, 15
516.000000,60876.000000,171.000000, 23
519.000000,61395.000000,3.000000, 23
1032.000000,62427.000000,513.000000, 46
513.000000,62940.000000,-519.000000, 23
1029.000000,63969.000000,516.000000, 46
516.000000,64485.000000,-513.000000, 23
513.000000,64998.000000,-3.000000, 23
171.000000,65169.000000,-342.000000, 7
690.000000,65859.000000,519.000000, 31
1548.000000,67407.000000,858.000000, 69
1032.000000,68439.000000,-516.000000, 46
1032.000000,69471.000000,0.000000, 46
516.000000,69987.000000,-516.000000, 23
