-15.000000,-15.000000,0.000000
-635.000000,-650.000000,-620.000000
627.000000,-23.000000,1262.000000
1876.000000,1853.000000,1249.000000
1561.000000,3414.000000,-315.000000
1115.000000,4529.000000,-446.000000
1534.000000,6063.000000,419.000000
1609.000000,7672.000000,75.000000
1099.000000,8771.000000,-510.000000
2802.000000,11573.000000,1703.000000
2993.000000,14566.000000,191.000000
3567.000000,18133.000000,574.000000
3879.000000,22012.000000,312.000000
3300.000000,25312.000000,-579.000000
1680.000000,26992.000000,-1620.000000
4143.000000,31135.000000,2463.000000
3930.000000,35065.000000,-213.000000
3213.000000,38278.000000,-717.000000
4260.000000,42538.000000,1047.000000
4185.000000,46723.000000,-75.000000
4341.000000,51064.000000,156.000000
4299.000000,55363.000000,-42.000000
3438.000000,58801.000000,-861.000000
3780.000000,62581.000000,342.000000
1725.000000,1725.000000,0.000000
2295.000000,4020.000000,570.000000
2429.000000,6449.000000,134.000000
432.000000,6881.000000,-1997.000000
1718.000000,8599.000000,1286.000000
