2805.000000,2805.000000,0.000000
945.000000,3750.000000,-1860.000000
-466.000000,3284.000000,-1411.000000
465.000000,3749.000000,931.000000
625.000000,4374.000000,160.000000
446.000000,4820.000000,-179.000000
1265.000000,6085.000000,819.000000
984.000000,7069.000000,-281.000000
43.000000,7112.000000,-941.000000
1839.000000,8951.000000,1796.000000
758.000000,9709.000000,-1081.000000
2133.000000,11842.000000,1375.000000
2856.000000,14698.000000,723.000000
1965.000000,16663.000000,-891.000000
3153.000000,19816.000000,1188.000000
3153.000000,22969.000000,0.000000
2754.000000,25723.000000,-399.000000
3270.000000,28993.000000,516.000000
4530.000000,33523.000000,1260.000000
3438.000000,36961.000000,-1092.000000
4476.000000,41437.000000,1038.000000
2751.000000,44188.000000,-1725.000000
3093.000000,47281.000000,342.000000
3786.000000,51067.000000,693.000000
2580.000000,53647.000000,-1206.000000
2238.000000,55885.000000,-342.000000
2235.000000,58120.000000,-3.000000
1548.000000,59668.000000,-687.000000
1719.000000,61387.000000,171.000000
1548.000000,62935.000000,-171.000000
861.000000,63796.000000,-687.000000
1035.000000,64831.000000,174.000000
690.000000,65521.000000,-345.000000
858.000000,66379.000000,168.000000
