
0.000000,0.000000,0.000000,0
-10.000000,-10.000000,-10.000000,0
-1872.000000,-1882.000000,-1862.000000,-31
376.000000,-1506.000000,2248.000000,-12
256.000000,-1250.000000,-120.000000,-17
179.000000,-1071.000000,-77.000000,-14
134.000000,-937.000000,-45.000000,-12
104.000000,-833.000000,-30.000000,-11
86.000000,-747.000000,-18.000000,-10
0.000000,-747.000000,-86.000000,-10
0.000000,-747.000000,0.000000,-10
-744.000000,-1491.000000,-744.000000,-22
0.000000,-1491.000000,744.000000,-17
0.000000,-1491.000000,0.000000,-20
0.000000,-1491.000000,0.000000,-20
0.000000,-1491.000000,0.000000,-20
-15.000000,-15.000000,0.000000,0
1865.000000,1850.000000,1880.000000,31
460.000000,2310.000000,-1405.000000,26
-96.000000,2214.000000,-556.000000,28
251.000000,2465.000000,347.000000,34
445.000000,2910.000000,194.000000,39
1268.000000,4178.000000,823.000000,59
986.000000,5164.000000,-282.000000,68
1538.000000,6702.000000,552.000000,92
1866.000000,8568.000000,328.000000,116
1869.000000,10437.000000,3.000000,140
1869.000000,12306.000000,0.000000,166
2058.000000,14364.000000,189.000000,194
2244.000000,14364.000000,186.000000,200
2250.000000,14364.000000,6.000000,200
2238.000000,14364.000000,-12.000000,200
1833.000000,14364.000000,-405.000000,200
2178.000000,14364.000000,345.000000,200
1431.000000,14364.000000,-747.000000,200
1275.000000,14364.000000,-156.000000,200
375.000000,14739.000000,-900.000000,195
372.000000,14739.000000,-3.000000,200
0.000000,14739.000000,-372.000000,197
-375.000000,14364.000000,-375.000000,192
-567.000000,13797.000000,-192.000000,185
-1491.000000,12306.000000,-924.000000,163
-2952.000000,9354.000000,-1461.000000,121
-3675.000000,5679.000000,-723.000000,74
-4047.000000,1632.000000,-372.000000,20
-1695.000000,-1695.000000,0.000000,-22
-4244.000000,-4244.000000,0.000000,-57
-3604.000000,-7848.000000,640.000000,-103
-4083.000000,-11931.000000,-479.000000,-162
-2755.000000,-14686.000000,1328.000000,-193
-3612.000000,-14686.000000,-857.000000,-200
-4097.000000,-14686.000000,-485.000000,-200
-3647.000000,-14686.000000,450.000000,-200
-2829.000000,-14686.000000,818.000000,-200
-1967.000000,-14686.000000,862.000000,-200
-660.000000,-660.000000,0.000000,-8
-2470.000000,-3130.000000,-1810.000000,-48
-2922.000000,-6052.000000,-452.000000,-83
-1208.000000,-7260.000000,1714.000000,-92
-1475.000000,-8735.000000,-267.000000,-118
